,uuid,nFlowsProcessedTotals_max,nFlowsProcessedPerMinuteTotals_max,nWorkloadFlowsProcessedTotals_max,nWorkloadBytesProcessedPerMinuteNetobserv_avg,nFlowsErroredRatio_avg,ebpfFlowsDroppedRatio_avg,ebpfRingBufferMapRatioTotals_avg,cpuOperatorTotals_avg,cpuFLPTotals_avg,cpuEBPFTotals_avg,cpuPrometheusTotals_avg,rssOperatorTotals_avg,rssFLPTotals_avg,rssEBPFTotals_avg,rssPrometheusTotals_avg,metricsCardinality_avg,flpMetricsCardinality_avg,TotalNetObservCPUUsage_avg,TotalNetObservRSSUsage_avg,TotalClusterCPUUsage_avg,TotalClusterRSSUsage_avg,TotalNetworkBytesOut_avg,TotalNetworkBytesIn_avg,NetObservClusterCPUPercentUtil_avg,NetObservClusterMemPercentUtil_avg,timestamp,ocpVersion,prs,buildUrl
0,1f74ddb7-6a12-4f1f-8531-f65ad38cb75f,28439824.0,28439824.0,3217601.0,36210926.87431309,0.0,0.0,0.0,0.005558333852483581,0.8111597398706412,0.5911673158329601,0.022314119492582375,80352392.53333333,470866193.06666666,2409396974.9333334,427874178.0967742,30750.533333333333,27817.4,1.7547970448931058,15698667588.266666,36.1340556939443,187461655756.8,389819989.6666667,386311850.8,5.506877777973811,16.231217567125956,2025-10-15T18:49:24,4.20.0-0.nightly-2025-10-14-200816,['https://github.com/openshift/cluster-network-operator/pull/2811'],https://prow.ci.openshift.org/view/gs/origin-ci-test/logs/periodic-ci-openshift-eng-ocp-qe-perfscale-ci-netobserv-perf-tests-netobserv-aws-4.20-nightly-x86-node-density-heavy-25nodes/1978504349017444352
